compartment	filename	level	annotators	publisher	publication_date	author	title	trump_count	clinton_count	credit	wire
train	breitbart_2016-04-19_clinton-wins-democratic-presiden	14	4b22	breitbart	2016-04-19	AP	Clinton wins Democratic presidential primary in New York	0	1	None	AP
train	breitbart_2016-04-23_clinton-wades-in-urges-britain-t	4	ef2d	breitbart	2016-04-23	Donna Rachel Edmunds	Clinton Wades In: Urges Britain to Remain In European Union	0	4	None	None
train	breitbart_2016-04-24_anti-trump-groups-launch-ads-in-	7	6b86	breitbart	2016-04-24	Alex Swoyer	Anti-Trump Groups Launch Ads in Indiana Against The Donald	6	0	None	None
train	breitbart_2016-04-29_president-barack-obama-s-last-ch	17	4b22	breitbart	2016-04-29	AP	President Barack Obama’s last chance to zing Washington	1	0	None	AP
train	breitbart_2016-05-03_glenn-beck-blasts-drudge-for-moc	4	4b22	breitbart	2016-05-03	Rebecca Mansour	Glenn Beck Blasts Drudge for Mocking His Fast, Quotes Bible to Encourage Indiana to ‘Turn Away’ from ‘Boasters’ and ‘Blasphemers’ Like Trump	7	0	None	None
train	breitbart_2016-05-04_ann-coulter-and-then-there-was-t	10	4b22	breitbart	2016-05-04	Ann Coulter	Ann Coulter: And Then There Was the One	15	0	None	None
train	breitbart_2016-05-05_bolton-and-gorka-slam-neocons-fo	7	4b22	breitbart	2016-05-05	John Hayward	Bolton and Gorka Slam ‘Neocons For Hillary’	12	12	None	None
train	breitbart_2016-05-11_sidney-blumenthal-no-idea-if-i-w	14	5fec	breitbart	2016-05-11	Ian Hanchett	Sidney Blumenthal: ‘No Idea’ If I Would Have Told Hillary Private Email Server Was a Bad Idea	0	1	None	None
train	breitbart_2016-05-12_trump-ryan-pledge-to-work-togeth	17	5fec	breitbart	2016-05-12	AP	Trump, Ryan, pledge to work together; endorsement may come	19	1	None	AP
train	breitbart_2016-05-14_mccain-challenger-kelli-ward-imp	0	6b86	breitbart	2016-05-14	Michelle Moons	McCain Challenger Kelli Ward: Impeach AG Lynch, ‘Stop DC at the Bathroom Door’	0	1	None	None
train	breitbart_2016-05-15_trump-talks-to-megyn-kelly-about	7	4b22	breitbart	2016-05-15	AP	Trump talks to Megyn Kelly about bullying	6	0	None	AP
train	breitbart_2016-05-18_trump-s-investments-include-comp	4	4e07	breitbart	2016-05-18	AP	Trump’s investments include companies he bashed	21	0	None	AP
train	breitbart_2016-05-24_in-two-front-war-clinton-targets	7	6b86	breitbart	2016-05-24	AP	In two-front war, Clinton targets Trump’s housing crash gain	11	15	None	AP
train	breitbart_2016-05-25_hacker-guccifer-clinton-s-server	17	6b86	breitbart	2016-05-25	Ian Hanchett	Hacker Guccifer: Clinton’s Server Unprotected, ‘Like an Open Orchid’	0	1	None	None
train	breitbart_2016-05-27_sanders-clinton-email-story-has-	4	6b86	breitbart	2016-05-27	Ian Hanchett	Sanders: Clinton Email Story Has Moved	0	5	None	None
train	breitbart_2016-06-04_darrell-scott-you-find-me-an-abe	14	ef2d	breitbart	2016-06-04	Breitbart News	Darrell Scott: ‘You Find Me an Aberration Because I’m Black and I Support Trump!’	4	0	None	None
train	breitbart_2016-06-04_delegate-update-the-latest-count	10	4e07	breitbart	2016-06-04	AP	Delegate Update: The latest count in the Democratic race	0	5	None	AP
train	breitbart_2016-06-05_elizabeth-warren-donald-trump-is	0	d473	breitbart	2016-06-05	Pam Key	Elizabeth Warren: Donald Trump Is a ‘Proven Failure’ in Business	5	0	None	None
train	breitbart_2016-06-05_the-latest-mourners-say-ali-s-de	10	ef2d	breitbart	2016-06-05	AP	The Latest: Mourners say Ali’s death tough given US politics	2	0	None	AP
train	breitbart_2016-06-08_ready-to-back-clinton-obama-work	14	ef2d	breitbart	2016-06-08	AP	Ready to back Clinton, Obama works to unite fractured Dems	3	8	None	AP
train	breitbart_2016-06-09_clinton-cash-debunks-hillary-onl	0	ef2d	breitbart	2016-06-09	Alex Swoyer	Clinton Cash Debunks Hillary: Only ‘One or Two Instances’ where Donations ‘Slipped through the Cracks’	1	9	None	None
train	breitbart_2016-06-10_clinton-to-planned-parenthood-tr	7	d473	breitbart	2016-06-10	UPI	Clinton to Planned Parenthood: Trump will reverse Roe v. Wade	9	9	None	UPI
train	breitbart_2016-06-20_hillary-clinton-s-policies-creat	17	ef2d	breitbart	2016-06-20	Lee Stranahan	Hillary Clinton’s Policies Created Conditions for Rise of Islamic State	3	8	None	None
train	breitbart_2016-06-22_former-ted-cruz-super-pac-refurb	10	5fec	breitbart	2016-06-22	Breitbart News	Former Ted Cruz Super PAC ‘Refurbished,’ Becomes ‘Defeat Crooked Hillary PAC’	7	3	None	None
train	breitbart_2016-06-24_hillary-clinton-unveils-first-sp	11	4b22|4e07|5fec|6b86|d473|ef2d	breitbart	2016-06-24	UPI	Hillary Clinton unveils first Spanish campaign ad	2	3	None	UPI
train	breitbart_2016-06-26_clinton-swipes-at-trump-over-bre	4	5fec	breitbart	2016-06-26	AFP	Clinton swipes at Trump over Brexit	9	8	None	AFP
train	breitbart_2016-06-28_sanders-brexit-s-message-could-d	23	4b22	breitbart	2016-06-28	AFP	Sanders: Brexit’s message could draw Trump support in US	6	1	None	AFP
train	breitbart_2016-06-28_underdog-conservative-claudia-te	0	4e07	breitbart	2016-06-28	Patrick Howley	Underdog Conservative Claudia Tenney Beats Establishment in New York Primary	4	0	None	None
train	breitbart_2016-06-29_donald-trump-denies-mike-tyson-i	14	d473	breitbart	2016-06-29	Alex Swoyer	Donald Trump Denies Mike Tyson Invited to Appear at GOP Convention	11	0	None	None
train	breitbart_2016-07-05_paul-ryan-fbi-decision-not-to-in	4	4e07	breitbart	2016-07-05	Patrick Howley	Paul Ryan: FBI Decision Not to Indict Hillary ‘Defies Explanation,’ Needs More Investigation	0	1	None	None
train	breitbart_2016-07-05_ryan-anti-semitic-images-have-no	17	d473	breitbart	2016-07-05	Pam Key	Ryan: ‘Anti-Semitic Images’ Have ‘No Place In A Presidential Campaign’	1	1	None	None
train	breitbart_2016-07-10_ok-gov-fallin-trump-is-trying-to	11	5fec	breitbart	2016-07-10	Pam Key	OK Gov Fallin: Trump Is ‘Trying To Campaign As A Racial Healer,’ ‘That Has Been Part of His Message’	9	1	None	None
train	breitbart_2016-07-12_gop-rep-mccaul-announces-bill-re	0	5fec	breitbart	2016-07-12	Jeff Poor	GOP Rep McCaul Announces Bill Revoking Hillary’s Security Clearance	0	1	None	None
train	breitbart_2016-07-13_trump-demands-ginsburg-resign-fo	17	4b22	breitbart	2016-07-13	AP	Trump demands Ginsburg resign for criticizing him as unfit	9	2	None	AP
train	breitbart_2016-07-14_gingrich-trump-must-decide-if-he	0	5fec	breitbart	2016-07-14	Pam Key	Gingrich: Trump Must Decide If He Wants a Two-Pirate Ticket	3	0	None	None
train	breitbart_2016-07-19_former-ag-mukasey-at-rnc-clinton	7	ef2d	breitbart	2016-07-19	UPI	Former AG Mukasey at RNC: Clinton email scandal disqualifies her for presidency	0	3	None	UPI
train	breitbart_2016-07-19_republicans-begin-roll-call-vote	4	d473	breitbart	2016-07-19	AFP	Republicans begin roll call vote to nominate Trump	14	1	None	AFP
train	breitbart_2016-07-21_trump-fever-infects-convention-f	14	6b86	breitbart	2016-07-21	AFP	Trump fever infects convention finale	20	3	None	AFP
train	breitbart_2016-07-22_tim-kaine-fully-embraced-abortio	17	4e07	breitbart	2016-07-22	Dr. Susan Berry	Tim Kaine Fully Embraced Abortion When He Became Hillary’s Likely VP Pick	0	7	None	None
train	breitbart_2016-07-25_dnc-issues-deep-and-sincere-apol	4	4b22	breitbart	2016-07-25	UPI	DNC issues ‘deep and sincere apology’ to Bernie Sanders	0	2	None	UPI
train	breitbart_2016-07-26_cash-for-opponent-pours-in-as-fl	7	5fec	breitbart	2016-07-26	AP	Cash for opponent pours in as FL congresswoman struggles	5	2	None	AP
train	breitbart_2016-07-27_obama-to-frame-election-as-comma	22	4b22	breitbart	2016-07-27	AFP	Obama to frame election as ‘commander-in-chief’ test	6	13	None	AFP
train	breitbart_2016-07-29_bradley-cooper-upset-american-sn	11	4e07	breitbart	2016-07-29	UPI	Bradley Cooper upset ‘American Sniper’ fans by attending DNC	0	1	None	UPI
train	breitbart_2016-08-08_exclusive-roger-stone-don-t-trus	4	6b86	breitbart	2016-08-08	Aaron Klein	EXCLUSIVE – Roger Stone: Don’t Trust the Voting Machines	8	1	None	None
train	breitbart_2016-08-10_secret-service-stops-protester-a	17	ef2d	breitbart	2016-08-10	UPI	Secret Service stops protester at Hillary Clinton rally	3	5	None	UPI
train	breitbart_2016-08-11_if-you-re-not-voting-for-trump-y	17	d473	breitbart	2016-08-11	Joel B. Pollak	If You’re Not Voting for Trump, You’re Voting for Hillary	6	2	None	None
train	breitbart_2016-08-15_biden-stumping-for-clinton-trash	11	4b22	breitbart	2016-08-15	AFP	Biden, stumping for Clinton, trashes Trump	9	10	None	AFP
train	breitbart_2016-08-19_as-bill-clinton-turns-a-look-at-	7	d473	breitbart	2016-08-19	UPI	As Bill Clinton turns 70, a look at where he fits into a Hillary Clinton White House	1	10	None	UPI
train	breitbart_2016-08-23_mike-pence-calls-for-special-pro	4	5fec	breitbart	2016-08-23	Alex Swoyer	Mike Pence Calls for Special Prosecutor after Report Reveals Clinton’s Meetings with Foundation Donors	3	16	None	None
train	breitbart_2016-08-24_john-bolton-hillary-s-campaign-s	0	4e07	breitbart	2016-08-24	Dan Riehl	John Bolton: ‘Hillary’s Campaign Slogan Might as Well Be Vote for Hillary Clinton – Not Indicted, Yet!’	2	6	None	None
train	breitbart_2016-08-24_report-half-clinton-s-state-meet	14	4b22	breitbart	2016-08-24	UPI	Report: Half Clinton’s State meetings were with donors; campaign says schedule ‘cherry-picked’	3	30	None	UPI
train	breitbart_2016-08-25_things-to-know-for-today	0	d473	breitbart	2016-08-25	AP	10 Things to Know for Today	1	0	None	AP
train	breitbart_2016-08-29_trump-plans-major-ad-buy-after-w	7	4b22	breitbart	2016-08-29	AP	Trump plans major ad buy after weeks of being outspent	10	9	None	AP
train	breitbart_2016-08-31_jeff-sessions-rudy-giuliani-wear	11	ef2d	breitbart	2016-08-31	Alex Swoyer	Jeff Sessions, Rudy Giuliani Wear ‘Make Mexico Great Again Also’ Hats at Trump Immigration Rally	4	0	None	None
train	breitbart_2016-09-04_obama-i-m-optimistic-americans-w	14	4b22	breitbart	2016-09-04	Pam Key	Obama: I’m Optimistic Americans Will Say No to Trump	4	0	None	None
train	huff-post_2015-11-08_ben-carson-defends-himself-again	8	4b22	huff-post	2015-11-08	Ariel Edwards-Levy	Ben Carson Defends Himself Against Claims He Exaggerated His Life Story	2	1	None	None
train	huff-post_2015-11-09_bernie-sanders-promises-action-o	8	ef2d	huff-post	2015-11-09	Elise Foley	Bernie Sanders Promises Action On Immigration In First 100 Days As President	0	3	None	None
train	huff-post_2015-11-10_top-climate-group-will-run-ads-d	18	d473	huff-post	2015-11-10	Marina Fang	Top Climate Group Will Run Ads Demanding GOP Candidates To Address Clean Energy	0	1	None	None
train	huff-post_2015-11-11_a-meaningful-exchange-actually-h	22	4b22	huff-post	2015-11-11	Samantha Lachman	A Meaningful Exchange Actually Happened Between Marco Rubio And Rand Paul At The GOP Debate	1	0	None	None
train	huff-post_2015-11-11_dems-react-to-gop-debate	11	4b22	huff-post	2015-11-11	Alana Horowitz Satlin	2016 Dems React To GOP Debate	1	3	None	None
train	huff-post_2015-11-11_watch-the-best-moments-from-the-	15	4b22	huff-post	2015-11-11	Amber Ferguson	Watch The Best Moments From The Fox Business GOP Debate	1	0	None	None
train	huff-post_2015-11-15_bernie-sanders-it-is-not-a-radic	4	6b86	huff-post	2015-11-15	Sam Stein	Bernie Sanders: ‘It Is Not A Radical Idea’ To Ask For A $15 Minimum Wage	0	3	None	None
train	huff-post_2015-11-17_post-rebuilding-isn-t-the-only-r	15	5fec	huff-post	2015-11-17	Paul Blumenthal	Post-9/11 Rebuilding Isn’t The Only Reason Hedge Funds Support Hillary Clinton	1	22	None	None
train	huff-post_2015-11-20_trump-may-not-have-suggested-a-m	18	6b86	huff-post	2015-11-20	Paige Lavender	Trump May Not Have Suggested A Muslim Registry, But He Fully Supported One	7	0	None	None
train	huff-post_2015-11-23_donald-trump-tweets-a-wildly-ina	11	4e07	huff-post	2015-11-23	Marina Fang	Donald Trump Tweets A Wildly Inaccurate Graphic To Portray Black People As Murderers	8	0	None	None
train	huff-post_2015-12-02_democrats-call-for-action-while-	1	d473	huff-post	2015-12-02	Igor Bobic	2016 Democrats Call For Action While Republicans Tweet Prayers After San Bernardino Shooting	0	2	None	None
train	huff-post_2015-12-03_cnn-president-on-trump-we-do-not	1	4e07	huff-post	2015-12-03	Gabriel Arana	CNN President On Trump: ‘We Do Not Pay Candidates To Appear At Debates’	7	0	None	None
train	huff-post_2015-12-08_the-biggest-blow-to-obamacare-ye	18	4e07	huff-post	2015-12-08	Jonathan Cohn	The Biggest Blow To Obamacare Yet Could Come From Democrats	0	1	None	None
train	huff-post_2015-12-10_hillary-clinton-under-pressure-t	8	5fec	huff-post	2015-12-10	Samantha Lachman	Hillary Clinton Under Pressure To Repudiate General Who Called For Internment Of Islamic Radicals	7	15	None	None
train	huff-post_2015-12-10_white-supremacists-are-capitaliz	8	d473	huff-post	2015-12-10	Ben Schreckinger	White Supremacists Are Capitalizing On Trump To Expand Their Movement	3	0	None	None
train	huff-post_2015-12-12_bernie-sanders-isn-t-too-impress	11	d473	huff-post	2015-12-12	Ashley Alman	Bernie Sanders Isn’t Too Impressed By The Historic Climate Agreement	0	1	None	None
train	huff-post_2015-12-17_bernie-sanders-says-he-s-already	1	ef2d	huff-post	2015-12-17	Scott Conroy	Bernie Sanders Says He’s Already Started Writing His Inaugural Address	0	2	None	None
train	huff-post_2015-12-17_st-paul-votes-to-condemn-donald-	18	5fec	huff-post	2015-12-17	None	St. Paul Votes To Condemn Donald Trump’s Muslim Ban	4	0	None	reuters
train	huff-post_2015-12-19_donald-trump-sounds-weirdly-soph	1	5fec	huff-post	2015-12-19	Lee Moran	Donald Trump Sounds Weirdly Sophisticated With A British Accent	5	1	None	None
train	huff-post_2015-12-20_hillary-clinton-s-claim-that-don	15	ef2d	huff-post	2015-12-20	Marina Fang	Hillary Clinton’s Claim That Donald Trump Is In ISIS Recruiting Videos Isn’t True. Not Yet, At Least.	8	5	None	None
train	huff-post_2015-12-20_why-the-democratic-party-s-move-	4	4b22	huff-post	2015-12-20	Samantha Lachman	Why The Democratic Party’s Move Against Bernie Sanders Could Backfire	0	12	None	None
train	huff-post_2015-12-22_of-the-most-powerful-things-lati	11	ef2d	huff-post	2015-12-22	Carolina Moreno	17 Of The Most Powerful Things Latinos Said In 2015 That Got Us Thinking	2	0	None	None
train	huff-post_2015-12-30_hillary-clinton-calls-isis-viole	15	4e07	huff-post	2015-12-30	Amanda Becker	Hillary Clinton Calls ISIS Violence Against Yazidis ‘Genocide’	0	2	None	reuters
train	huff-post_2016-01-02_donald-trump-featured-in-jihadis	4	ef2d	huff-post	2016-01-02	Adam Goldberg	Donald Trump Featured In Jihadist Terror Recruitment Video	9	3	None	None
train	huff-post_2016-01-12_tuesday-s-morning-email-presiden	1	6b86	huff-post	2016-01-12	Lauren Weber	Tuesday’s Morning Email: President Obama’s Last State Of The Union	0	1	None	None
train	huff-post_2016-01-17_bernie-sanders-to-release-medica	11	4e07	huff-post	2016-01-17	Igor Bobic	Bernie Sanders To Release Medical Records After Pressure From Clinton Ally	0	5	None	None
train	huff-post_2016-01-19_flint-water-response-perfectly-c	23	4b22	huff-post	2016-01-19	Amanda Terkel	Flint Water Response Perfectly Captures The Difference Between Bernie Sanders And Hillary Clinton	0	13	None	None
train	huff-post_2016-01-22_conservative-heavyweights-come-o	18	ef2d	huff-post	2016-01-22	National Review	Conservative Heavyweights Come Out Against Trump	1	0	None	None
train	huff-post_2016-01-24_milbank-republicans-waving-the-f	15	d473	huff-post	2016-01-24	Washington Post	Milbank: Republicans ‘Waving The Flag Of Surrender’ To Trump	2	0	None	None
train	huff-post_2016-01-28_bernie-sanders-and-hillary-clint	18	d473	huff-post	2016-01-28	Jonathan Cohn	Bernie Sanders And Hillary Clinton Are Actually Fighting About Barack Obama	1	10	None	None
train	huff-post_2016-02-01_here-s-why-winning-iowa-could-br	15	5fec	huff-post	2016-02-01	Ryan Grim	Here’s Why Winning Iowa Could Break The Election Wide Open For Bernie Sanders	3	15	None	None
train	huff-post_2016-02-01_read-live-updates-on-the-iowa-ca	4	6b86	huff-post	2016-02-01	Paige Lavender	Read Live Updates On The 2016 Iowa Caucuses	0	4	None	None
train	huff-post_2016-02-02_don-t-let-the-media-and-marco-ru	21	4b22	huff-post	2016-02-02	Nick Baumann	Don’t Let The Media And Marco Rubio Tell You He ‘Won’ By Finishing Third In Iowa	7	0	None	None
train	huff-post_2016-02-02_ted-cruz-is-a-natural-born-citiz	4	d473	huff-post	2016-02-02	Cristian Farias	Ted Cruz Is A ‘Natural Born Citizen,’ Board Of Election Finds	1	0	None	None
train	huff-post_2016-02-03_huffpollster-a-seismic-shift-amo	1	4b22	huff-post	2016-02-03	Natalie Jackson	HUFFPOLLSTER: A ‘Seismic Shift’ Among Voters May Have Won Cruz The Caucus	12	4	None	None
train	huff-post_2016-02-07_the-latest-gop-debate-kicked-off	8	4e07	huff-post	2016-02-07	Paige Lavender	The Latest GOP Debate Kicked Off In The Most Awkward Way	44	3	None	None
train	huff-post_2016-02-12_the-democratic-primary-is-a-figh	1	d473	huff-post	2016-02-12	Zach Carter	The Democratic Primary Is A Fight Over Wall Street And Obama’s Legacy	0	8	None	None
train	huff-post_2016-02-12_the-unlikely-friendship-of-a-tru	8	4b22	huff-post	2016-02-12	Samantha-Jo Roth	The Unlikely Friendship Of A Trump Supporter And A Bernie Supporter	10	1	None	None
train	huff-post_2016-02-17_big-win-for-bernie-afl-cio-holds	15	6b86	huff-post	2016-02-17	Dave Jamieson	Big Win For Bernie: AFL-CIO Holds Off On Presidential Endorsement	0	4	None	None
train	huff-post_2016-02-18_canada-s-cape-breton-will-welcom	11	5fec	huff-post	2016-02-18	Ed Mazza	Canada’s Cape Breton Will Welcome American Refugees Fleeing President Trump	5	0	None	None
train	huff-post_2016-02-21_this-cable-news-panel-just-dismi	11	4b22	huff-post	2016-02-21	Daniel Marans	This Cable News Panel Just Dismissed Bernie Sanders’ Wall Street Tax Plan	0	3	None	None
train	huff-post_2016-02-24_donald-trump-picks-up-his-first-	15	4b22	huff-post	2016-02-24	Igor Bobic	Donald Trump Picks Up His First Congressional Endorsements	9	0	None	None
train	huff-post_2016-02-24_marco-rubio-you-don-t-win-the-no	18	5fec	huff-post	2016-02-24	Jason Linkins	Marco Rubio: ‘You Don’t Win The Nomination By How Many States You Win’	5	0	None	None
train	huff-post_2016-02-26_hillary-clinton-says-trump-s-big	22	4b22	huff-post	2016-02-26	Paul Blumenthal	Hillary Clinton Says Trump’s Bigotry Doesn’t ‘Fit With What I Thought I Knew’ About Him	6	7	None	None
train	huff-post_2016-02-28_democrats-should-be-very-nervous	18	4e07	huff-post	2016-02-28	Zach Carter	Democrats Should Be Very Nervous About Their Terrible Turnout Numbers	6	10	None	None
train	huff-post_2016-02-29_joe-scarborough-donald-trump-pla	1	4b22	huff-post	2016-02-29	Paige Lavender	Joe Scarborough: Donald Trump Playing Dumb About The KKK Is ‘Disqualifying’	11	0	None	None
train	huff-post_2016-03-01_donald-trump-is-now-being-held-u	4	ef2d	huff-post	2016-03-01	Hilary Hanson	Donald Trump Is Now Being Held Up As Literally The Face Of Racism	14	0	None	None
train	huff-post_2016-03-02_bernie-sanders-beats-hillary-cli	22	4b22	huff-post	2016-03-02	Ryan Grim	Bernie Sanders Beats Hillary Clinton In Oklahoma	0	6	None	None
train	huff-post_2016-03-09_carly-fiorina-endorses-ted-cruz-	15	4b22	huff-post	2016-03-09	Amanda Terkel	Carly Fiorina Endorses Ted Cruz: I Am ‘Horrified’ By Donald Trump	8	1	None	None
train	huff-post_2016-03-09_networks-didn-t-cut-from-donald-	15	d473	huff-post	2016-03-09	Jennifer Bendery	Networks Didn’t Cut From Donald Trump’s Speech Once To Air Hillary Clinton	6	9	None	None
train	huff-post_2016-03-10_refoulement-violates-internation	21	4b22	huff-post	2016-03-10	David L. Phillips	Refoulement Violates International Law	1	0	None	None
train	huff-post_2016-03-10_trump-says-he-never-pledged-to-k	8	6b86	huff-post	2016-03-10	Sam Stein	Trump Says He Never Pledged To Kill Family Members Of Terrorists	11	0	None	None
train	huff-post_2016-03-15_pastor-wants-girl-scout-leaders-	8	4e07	huff-post	2016-03-15	Curtis M. Wong	Pastor Wants Girl Scout Leaders To Be Executed For Supporting Gays	0	1	None	None
train	huff-post_2016-03-15_ted-cruz-physically-assaulting-a	18	ef2d	huff-post	2016-03-15	Samantha-Jo Roth	Ted Cruz: ‘Physically Assaulting A Reporter Is A Fireable Offense’	6	2	None	None
train	huff-post_2016-03-16_donald-trump-got-more-votes-in-o	11	d473	huff-post	2016-03-16	Zach Carter	Donald Trump Got More Votes In Ohio Than Hillary Clinton	17	12	None	None
train	huff-post_2016-03-16_hillary-clinton-wins-missouri-de	11	6b86	huff-post	2016-03-16	Dave Jamieson	Hillary Clinton Wins Missouri Democratic Primary	0	12	None	None
train	huff-post_2016-03-21_the-rise-of-switzerland-s-trump	1	ef2d	huff-post	2016-03-21	Global Risk Insights	The Rise of Switzerland’s Trump	2	0	None	None
train	huff-post_2016-03-23_how-the-democratic-elite-betraye	5	4b22|5fec|6b86|d473|ef2d	huff-post	2016-03-23	Zach Carter	How The Democratic Elite Betrayed Their Party And Paved The Way For Donald Trump	7	8	None	None
train	huff-post_2016-04-06_black-girls-rock-is-the-ultimate	1	5fec	huff-post	2016-04-06	Lilly Workneh	Black Girls Rock! Is The Ultimate Celebration Of Sisterhood	0	2	None	None
train	huff-post_2016-04-06_wisconsin-elects-a-supreme-court	18	6b86	huff-post	2016-04-06	Amanda Terkel	Wisconsin Elects A Supreme Court Justice Who Once Mocked ‘Queers’ Who Get AIDS	0	1	None	None
train	huff-post_2016-04-08_bernie-sanders-of-course-hillary	8	d473	huff-post	2016-04-08	Paige Lavender	Bernie Sanders: ‘Of Course’ Hillary Clinton Is Qualified To Be President	0	2	None	None
train	huff-post_2016-04-08_cecile-richards-i-m-sick-of-men-	11	4e07	huff-post	2016-04-08	Emma Gray	Cecile Richards: ‘I’m Sick Of Men Telling Us What To Do With Our Bodies’	2	0	None	None
train	huff-post_2016-04-12_republicans-finally-confirmed-a-	5	4b22	huff-post	2016-04-12	Jennifer Bendery	Republicans Finally Confirmed A Judge. Is This Obama’s Last One?	0	1	None	None
train	huff-post_2016-04-20_hillary-clinton-gives-emotional-	15	ef2d	huff-post	2016-04-20	Daniel Marans	Hillary Clinton Gives Emotional Shoutout To Daughter Of Slain Sandy Hook Principal	0	10	None	None
train	huff-post_2016-04-20_hillary-clinton-won-among-wall-s	1	6b86	huff-post	2016-04-20	Willa Frej	Hillary Clinton Won Among Wall Street-Friendly Voters In New York	0	7	None	None
train	huff-post_2016-04-22_marco-rubio-i-m-not-interested-i	22	4b22	huff-post	2016-04-22	Jennifer Bendery	Marco Rubio: I’m Not Interested In Being Vice President	3	0	None	None
train	huff-post_2016-04-27_bernie-sanders-suffered-a-big-bl	18	6b86	huff-post	2016-04-27	Sam Stein	Bernie Sanders Suffered A Big Blow. Here’s His Plan Going Forward.	1	9	None	None
train	huff-post_2016-04-27_hillary-clinton-wins-delaware-s-	11	d473	huff-post	2016-04-27	Samantha Lachman	Hillary Clinton Wins Delaware’s Democratic Primary	0	11	None	None
train	huff-post_2016-04-27_why-does-israel-refuse-to-recogn	18	4b22	huff-post	2016-04-27	Michael A. Moodian	Why Does Israel Refuse to Recognize the Armenian Genocide?	1	0	None	None
train	huff-post_2016-05-02_huffpollster-indiana-s-gop-prima	1	4e07	huff-post	2016-05-02	Natalie Jackson	HUFFPOLLSTER: Indiana’s GOP Primary Will Be A Battle Between Demographics And Economics	13	2	None	None
train	huff-post_2016-05-03_the-mythology-of-trump-s-working	5	5fec	huff-post	2016-05-03	FiveThirtyEight	The Mythology Of Trump’s ‘Working Class’ Support	2	0	None	None
train	huff-post_2016-05-07_no-chief-justice-john-roberts-di	8	4b22	huff-post	2016-05-07	Orin Kerr	No, Chief Justice John Roberts Did Not Give Rise To Donald Trump	4	0	None	None
train	huff-post_2016-05-11_sanders-told-a-female-reporter-n	5	d473	huff-post	2016-05-11	Jenavieve Hatch	Sanders Told A Female Reporter Not To ‘Moan’ About Hillary Clinton	2	7	None	None
train	huff-post_2016-05-12_george-zimmerman-auctioning-off-	8	4b22	huff-post	2016-05-12	Ed Mazza	George Zimmerman Auctioning Off Gun Used To Kill Trayvon Martin	0	1	None	None
train	huff-post_2016-05-16_trump-says-he-s-unlikely-to-have	18	4b22	huff-post	2016-05-16	Guy Faulconbridge and Kate Holton	Trump Says He’s Unlikely To Have A Good Relationship With David Cameron	16	0	None	reuters
train	huff-post_2016-05-19_ferguson-is-not-among-the-most-d	5	4e07	huff-post	2016-05-19	Mariah Stewart	Ferguson Is Not Among The Most Dangerous Places In The World, Donald Trump	14	0	None	None
train	huff-post_2016-05-19_these-are-the-people-missing-in-	1	6b86	huff-post	2016-05-19	Willa Frej	These Are The People Missing In The EgyptAir Plane Crash	0	1	None	None
train	huff-post_2016-05-24_bernie-sanders-is-fundraising-fo	18	d473	huff-post	2016-05-24	Samantha Lachman	Bernie Sanders Is Fundraising For State Legislative Candidates	0	3	None	None
train	huff-post_2016-05-24_the-myth-that-the-president-can-	15	5fec	huff-post	2016-05-24	The Atlantic	The Myth That The President Can Save The Economy	0	1	None	None
train	huff-post_2016-05-25_obama-to-asians-worried-about-u-	1	4b22	huff-post	2016-05-25	None	Obama To Asians Worried About U.S. Election: It’s Going To Be OK	5	1	None	reuters
train	huff-post_2016-05-31_how-paul-ryan-thinks-about-donal	8	ef2d	huff-post	2016-05-31	The Washington Post	How Paul Ryan Thinks About Donald Trump	2	0	None	None
train	huff-post_2016-06-02_israel-not-all-doom-and-gloom	22	4b22	huff-post	2016-06-02	Jonathan Adelman	Israel Not All Doom and Gloom	1	1	None	None
train	huff-post_2016-06-02_missing-white-voters-might-help-	15	4e07	huff-post	2016-06-02	FiveThirtyEight	‘Missing’ White Voters Might Help Trump, But Less So Where He Needs It	2	0	None	None
train	huff-post_2016-06-04_u-s-flexes-muscles-as-asia-worri	11	ef2d	huff-post	2016-06-04	None	U.S. Flexes Muscles As Asia Worries About South China Sea Row	2	0	None	reuters
train	huff-post_2016-06-08_chuck-grassley-compares-trump-s-	5	ef2d	huff-post	2016-06-08	Jennifer Bendery	Chuck Grassley Compares Trump’s Racism To Sonia Sotomayor Celebrating Diversity	17	0	None	None
train	huff-post_2016-06-08_hillary-clinton-wins-south-dakot	18	ef2d	huff-post	2016-06-08	Daniel Marans	Hillary Clinton Wins South Dakota Primary	1	6	None	None
train	huff-post_2016-06-08_why-republicans-won-t-renounce-t	15	ef2d	huff-post	2016-06-08	The New York Times	Why Republicans Won’t Renounce Trump	2	0	None	None
train	huff-post_2016-06-09_barack-obama-s-endorsement-could	11	6b86	huff-post	2016-06-09	Ariel Edwards-Levy	Barack Obama’s Endorsement Couldn’t Come At A Better Time For Hillary Clinton	0	3	None	None
train	huff-post_2016-06-09_clinton-and-sanders-aren-t-butti	21	4b22	huff-post	2016-06-09	Samantha Lachman	Clinton and Sanders Aren’t Butting Heads Over The Democratic Platform — Yet.	1	10	None	None
train	huff-post_2016-06-09_girliguessimwithher-is-the-ambiv	8	ef2d	huff-post	2016-06-09	Jenna Amatulli	#GirlIGuessImWithHer Is The Ambivalent Hashtag This Election Needed	1	3	None	None
